test,grouping,cell_type,comparison,lfc_cut,genes_tested,n_padj_sig,n_sig,n_up,n_down
pseudobulk_corrected,leiden_unintegrated,13,Drought vs Control,0.0,28661,28,28,28,0
pseudobulk_corrected,leiden_unintegrated,13,Heat vs Control,0.0,28661,0,0,0,0
pseudobulk_corrected,leiden_unintegrated,15,Drought vs Control,0.0,26732,2,2,0,2
pseudobulk_corrected,leiden_unintegrated,15,HD vs Control,0.0,26732,68,68,60,8
pseudobulk_corrected,leiden_unintegrated,15,Heat vs Control,0.0,26732,2,2,0,2
pseudobulk_corrected,leiden_unintegrated,16,Drought vs Control,0.0,30908,0,0,0,0
pseudobulk_corrected,leiden_unintegrated,16,Heat vs Control,0.0,30908,0,0,0,0
pseudobulk_corrected,leiden_unintegrated,17,Drought vs Control,0.0,29771,4,4,4,0
pseudobulk_corrected,leiden_unintegrated,17,Heat vs Control,0.0,29771,1,1,1,0
pseudobulk_corrected,leiden_unintegrated,18,Drought vs Control,0.0,28840,0,0,0,0
pseudobulk_corrected,leiden_unintegrated,18,Heat vs Control,0.0,28840,0,0,0,0
pseudobulk_corrected,leiden_unintegrated,1,Drought vs Control,0.0,29868,2,2,0,2
pseudobulk_corrected,leiden_unintegrated,1,HD vs Control,0.0,29868,47,47,42,5
pseudobulk_corrected,leiden_unintegrated,1,Heat vs Control,0.0,29868,2,2,0,2
pseudobulk_corrected,leiden_unintegrated,20,Drought vs Control,0.0,22444,20,20,19,1
pseudobulk_corrected,leiden_unintegrated,20,HD vs Control,0.0,22444,94,94,89,5
pseudobulk_corrected,leiden_unintegrated,3,Drought vs Control,0.0,29264,0,0,0,0
pseudobulk_corrected,leiden_unintegrated,3,HD vs Control,0.0,29264,0,0,0,0
pseudobulk_corrected,leiden_unintegrated,3,Heat vs Control,0.0,29264,0,0,0,0
pseudobulk_corrected,leiden_unintegrated,6,Drought vs Control,0.0,32848,0,0,0,0
pseudobulk_corrected,leiden_unintegrated,6,HD vs Control,0.0,32848,0,0,0,0
pseudobulk_corrected,leiden_unintegrated,6,Heat vs Control,0.0,32848,0,0,0,0
pseudobulk_corrected,leiden_unintegrated,7,Drought vs Control,0.0,28591,42,42,39,3
pseudobulk_corrected,leiden_unintegrated,7,HD vs Control,0.0,28591,1,1,0,1
pseudobulk_corrected,leiden_unintegrated,7,Heat vs Control,0.0,28591,1,1,1,0
pseudobulk_corrected,leiden_unintegrated,9,Drought vs Control,0.0,29154,0,0,0,0
pseudobulk_corrected,leiden_unintegrated,9,HD vs Control,0.0,29154,4,4,4,0
pseudobulk_corrected,leiden_unintegrated,9,Heat vs Control,0.0,29154,1,1,1,0
pseudobulk_counts,celltype_call,Bundle_sheath,Drought vs Control,1.0,23300,0,0,0,0
pseudobulk_counts,celltype_call,Bundle_sheath,HD vs Control,1.0,10650,445,445,252,193
pseudobulk_counts,celltype_call,Bundle_sheath,Heat vs Control,1.0,23300,0,0,0,0
pseudobulk_counts,celltype_call,Companion_cells,Drought vs Control,1.0,22214,0,0,0,0
pseudobulk_counts,celltype_call,Companion_cells,HD vs Control,1.0,11880,80,80,52,28
pseudobulk_counts,celltype_call,Companion_cells,Heat vs Control,1.0,22214,0,0,0,0
pseudobulk_counts,celltype_call,Epidermal-Pavement,Drought vs Control,1.0,11595,0,0,0,0
pseudobulk_counts,celltype_call,Epidermal,Drought vs Control,1.0,22249,0,0,0,0
pseudobulk_counts,celltype_call,Epidermal,HD vs Control,1.0,8872,558,558,328,230
pseudobulk_counts,celltype_call,Epidermal,Heat vs Control,1.0,22249,0,0,0,0
pseudobulk_counts,celltype_call,Guard_cells,Drought vs Control,1.0,11956,0,0,0,0
pseudobulk_counts,celltype_call,Guard_cells,HD vs Control,1.0,2451,37,37,31,6
pseudobulk_counts,celltype_call,Guard_cells,Heat vs Control,1.0,11956,0,0,0,0
pseudobulk_counts,celltype_call,Hydathode_cells,Drought vs Control,1.0,11350,0,0,0,0
pseudobulk_counts,celltype_call,Hydathode_cells,HD vs Control,1.0,11350,2,2,2,0
pseudobulk_counts,celltype_call,Hydathode_cells,Heat vs Control,1.0,11350,0,0,0,0
pseudobulk_counts,celltype_call,Mesophyll,Drought vs Control,1.0,27487,3,3,0,3
pseudobulk_counts,celltype_call,Mesophyll,HD vs Control,1.0,23752,1973,1930,900,1030
pseudobulk_counts,celltype_call,Mesophyll,Heat vs Control,1.0,27487,6,6,6,0
pseudobulk_counts,celltype_call,Unknown,Drought vs Control,1.0,10665,0,0,0,0
pseudobulk_counts,celltype_call,Unknown,HD vs Control,1.0,10665,1,1,0,1
pseudobulk_counts,celltype_call,Unknown,Heat vs Control,1.0,10665,0,0,0,0
pseudobulk_counts,celltype_call,Vascular-Phloem_parenchyma,Drought vs Control,1.0,13430,0,0,0,0
pseudobulk_counts,celltype_call,Vascular-Phloem_parenchyma,HD vs Control,1.0,2755,59,59,48,11
pseudobulk_counts,celltype_call,Vascular-Phloem_parenchyma,Heat vs Control,1.0,13430,0,0,0,0
pseudobulk_counts,cluster_annot,Bundle_sheath-10,Drought vs Control,1.0,13729,0,0,0,0
pseudobulk_counts,cluster_annot,Bundle_sheath-10,HD vs Control,1.0,2550,77,77,56,21
pseudobulk_counts,cluster_annot,Bundle_sheath-10,Heat vs Control,1.0,13729,0,0,0,0
pseudobulk_counts,cluster_annot,Bundle_sheath-3,Drought vs Control,1.0,8490,24,24,22,2
pseudobulk_counts,cluster_annot,Bundle_sheath-3,HD vs Control,1.0,11232,1155,1155,573,582
pseudobulk_counts,cluster_annot,Bundle_sheath-3,Heat vs Control,1.0,12146,14,14,14,0
pseudobulk_counts,cluster_annot,Companion_cells-6,Drought vs Control,1.0,22214,0,0,0,0
pseudobulk_counts,cluster_annot,Companion_cells-6,HD vs Control,1.0,11880,80,80,52,28
pseudobulk_counts,cluster_annot,Companion_cells-6,Heat vs Control,1.0,22214,0,0,0,0
pseudobulk_counts,cluster_annot,Epidermal-4,Drought vs Control,1.0,22249,0,0,0,0
pseudobulk_counts,cluster_annot,Epidermal-4,HD vs Control,1.0,8872,558,558,328,230
pseudobulk_counts,cluster_annot,Epidermal-4,Heat vs Control,1.0,22249,0,0,0,0
pseudobulk_counts,cluster_annot,Epidermal-Pavement-9,Drought vs Control,1.0,11595,0,0,0,0
pseudobulk_counts,cluster_annot,Guard_cells-12,Drought vs Control,1.0,11956,0,0,0,0
pseudobulk_counts,cluster_annot,Guard_cells-12,HD vs Control,1.0,2451,37,37,31,6
pseudobulk_counts,cluster_annot,Guard_cells-12,Heat vs Control,1.0,11956,0,0,0,0
pseudobulk_counts,cluster_annot,Hydathode_cells-15,Drought vs Control,1.0,7744,0,0,0,0
pseudobulk_counts,cluster_annot,Hydathode_cells-15,HD vs Control,1.0,7744,0,0,0,0
pseudobulk_counts,cluster_annot,Hydathode_cells-15,Heat vs Control,1.0,7744,0,0,0,0
pseudobulk_counts,cluster_annot,Hydathode_cells-16,Drought vs Control,1.0,3096,0,0,0,0
pseudobulk_counts,cluster_annot,Hydathode_cells-16,HD vs Control,1.0,3096,0,0,0,0
pseudobulk_counts,cluster_annot,Mesophyll-0,Drought vs Control,1.0,6740,29,29,16,13
pseudobulk_counts,cluster_annot,Mesophyll-0,HD vs Control,1.0,15400,1570,1570,809,761
pseudobulk_counts,cluster_annot,Mesophyll-0,Heat vs Control,1.0,4143,40,40,32,8
pseudobulk_counts,cluster_annot,Mesophyll-13,Drought vs Control,1.0,8995,0,0,0,0
pseudobulk_counts,cluster_annot,Mesophyll-1,Drought vs Control,1.0,18692,0,0,0,0
pseudobulk_counts,cluster_annot,Mesophyll-1,HD vs Control,1.0,3109,302,302,227,75
pseudobulk_counts,cluster_annot,Mesophyll-1,Heat vs Control,1.0,18692,1,1,1,0
pseudobulk_counts,cluster_annot,Mesophyll-2,Drought vs Control,1.0,22662,0,0,0,0
pseudobulk_counts,cluster_annot,Mesophyll-2,HD vs Control,1.0,9465,285,285,161,124
pseudobulk_counts,cluster_annot,Mesophyll-2,Heat vs Control,1.0,22662,0,0,0,0
pseudobulk_counts,cluster_annot,Mesophyll-5,Drought vs Control,1.0,22970,1,1,1,0
pseudobulk_counts,cluster_annot,Mesophyll-5,HD vs Control,1.0,12726,765,765,403,362
pseudobulk_counts,cluster_annot,Mesophyll-5,Heat vs Control,1.0,22970,1,1,1,0
pseudobulk_counts,cluster_annot,Mesophyll-7,Drought vs Control,1.0,16552,0,0,0,0
pseudobulk_counts,cluster_annot,Mesophyll-8,Drought vs Control,1.0,13442,0,0,0,0
pseudobulk_counts,cluster_annot,Unknown-14,Drought vs Control,1.0,10665,0,0,0,0
pseudobulk_counts,cluster_annot,Unknown-14,HD vs Control,1.0,10665,1,1,0,1
pseudobulk_counts,cluster_annot,Unknown-14,Heat vs Control,1.0,10665,0,0,0,0
pseudobulk_counts,cluster_annot,Vascular-Phloem_parenchyma-11,Drought vs Control,1.0,13430,0,0,0,0
pseudobulk_counts,cluster_annot,Vascular-Phloem_parenchyma-11,HD vs Control,1.0,2755,59,59,48,11
pseudobulk_counts,cluster_annot,Vascular-Phloem_parenchyma-11,Heat vs Control,1.0,13430,0,0,0,0
pseudobulk_counts,leiden_combat_library,0,Drought vs Control,1.0,18838,0,0,0,0
pseudobulk_counts,leiden_combat_library,0,HD vs Control,1.0,3855,100,100,59,41
pseudobulk_counts,leiden_combat_library,0,Heat vs Control,1.0,18838,0,0,0,0
pseudobulk_counts,leiden_combat_library,10,Drought vs Control,1.0,12957,0,0,0,0
pseudobulk_counts,leiden_combat_library,10,HD vs Control,1.0,899,66,66,30,36
pseudobulk_counts,leiden_combat_library,10,Heat vs Control,1.0,12957,0,0,0,0
pseudobulk_counts,leiden_combat_library,11,Drought vs Control,1.0,14982,0,0,0,0
pseudobulk_counts,leiden_combat_library,11,HD vs Control,1.0,2197,51,51,41,10
pseudobulk_counts,leiden_combat_library,11,Heat vs Control,1.0,14982,0,0,0,0
pseudobulk_counts,leiden_combat_library,14,Drought vs Control,1.0,13780,0,0,0,0
pseudobulk_counts,leiden_combat_library,14,HD vs Control,1.0,2827,72,72,59,13
pseudobulk_counts,leiden_combat_library,14,Heat vs Control,1.0,13780,0,0,0,0
pseudobulk_counts,leiden_combat_library,16,Drought vs Control,1.0,3631,0,0,0,0
pseudobulk_counts,leiden_combat_library,16,HD vs Control,1.0,3631,0,0,0,0
pseudobulk_counts,leiden_combat_library,17,Drought vs Control,1.0,15402,0,0,0,0
pseudobulk_counts,leiden_combat_library,17,HD vs Control,1.0,15402,0,0,0,0
pseudobulk_counts,leiden_combat_library,17,Heat vs Control,1.0,15402,0,0,0,0
pseudobulk_counts,leiden_combat_library,18,Drought vs Control,1.0,15495,0,0,0,0
pseudobulk_counts,leiden_combat_library,18,HD vs Control,1.0,2574,57,57,39,18
pseudobulk_counts,leiden_combat_library,18,Heat vs Control,1.0,15495,0,0,0,0
pseudobulk_counts,leiden_combat_library,19,Drought vs Control,1.0,11003,0,0,0,0
pseudobulk_counts,leiden_combat_library,19,HD vs Control,1.0,2257,79,79,62,17
pseudobulk_counts,leiden_combat_library,19,Heat vs Control,1.0,11003,0,0,0,0
pseudobulk_counts,leiden_combat_library,1,Drought vs Control,1.0,13221,0,0,0,0
pseudobulk_counts,leiden_combat_library,1,HD vs Control,1.0,2197,77,77,70,7
pseudobulk_counts,leiden_combat_library,1,Heat vs Control,1.0,13221,0,0,0,0
pseudobulk_counts,leiden_combat_library,2,Drought vs Control,1.0,22715,0,0,0,0
pseudobulk_counts,leiden_combat_library,2,HD vs Control,1.0,8624,88,88,59,29
pseudobulk_counts,leiden_combat_library,2,Heat vs Control,1.0,22715,0,0,0,0
pseudobulk_counts,leiden_combat_library,3,Drought vs Control,1.0,12677,0,0,0,0
pseudobulk_counts,leiden_combat_library,3,HD vs Control,1.0,2109,51,51,44,7
pseudobulk_counts,leiden_combat_library,3,Heat vs Control,1.0,12677,0,0,0,0
pseudobulk_counts,leiden_combat_library,4,Drought vs Control,1.0,19738,0,0,0,0
pseudobulk_counts,leiden_combat_library,4,HD vs Control,1.0,7873,276,276,163,113
pseudobulk_counts,leiden_combat_library,4,Heat vs Control,1.0,19738,0,0,0,0
pseudobulk_counts,leiden_combat_library,5,Drought vs Control,1.0,20381,0,0,0,0
pseudobulk_counts,leiden_combat_library,5,HD vs Control,1.0,5758,215,215,115,100
pseudobulk_counts,leiden_combat_library,5,Heat vs Control,1.0,20381,0,0,0,0
pseudobulk_counts,leiden_combat_library,6,Drought vs Control,1.0,23328,2,2,1,1
pseudobulk_counts,leiden_combat_library,6,HD vs Control,1.0,11112,528,528,292,236
pseudobulk_counts,leiden_combat_library,6,Heat vs Control,1.0,23328,0,0,0,0
pseudobulk_counts,leiden_combat_library,7,Drought vs Control,1.0,8540,0,0,0,0
pseudobulk_counts,leiden_combat_library,7,HD vs Control,1.0,8540,0,0,0,0
pseudobulk_counts,leiden_combat_library,7,Heat vs Control,1.0,8540,0,0,0,0
pseudobulk_counts,leiden_combat_library,8,Drought vs Control,1.0,23047,0,0,0,0
pseudobulk_counts,leiden_combat_library,8,HD vs Control,1.0,9192,496,496,270,226
pseudobulk_counts,leiden_combat_library,8,Heat vs Control,1.0,23047,0,0,0,0
pseudobulk_counts,leiden_combat_library,9,Drought vs Control,1.0,15496,0,0,0,0
pseudobulk_counts,leiden_combat_library,9,HD vs Control,1.0,2274,28,28,13,15
pseudobulk_counts,leiden_combat_library,9,Heat vs Control,1.0,15496,0,0,0,0
pseudobulk_counts,leiden_combat_repblock,0,Drought vs Control,1.0,21063,0,0,0,0
pseudobulk_counts,leiden_combat_repblock,0,HD vs Control,1.0,21063,1,1,1,0
pseudobulk_counts,leiden_combat_repblock,0,Heat vs Control,1.0,21063,0,0,0,0
pseudobulk_counts,leiden_combat_repblock,11,Drought vs Control,1.0,12879,1,1,0,1
pseudobulk_counts,leiden_combat_repblock,12,Drought vs Control,1.0,22350,0,0,0,0
pseudobulk_counts,leiden_combat_repblock,12,HD vs Control,1.0,8917,79,79,50,29
pseudobulk_counts,leiden_combat_repblock,12,Heat vs Control,1.0,22350,0,0,0,0
pseudobulk_counts,leiden_combat_repblock,14,Drought vs Control,1.0,3621,0,0,0,0
pseudobulk_counts,leiden_combat_repblock,14,HD vs Control,1.0,3621,0,0,0,0
pseudobulk_counts,leiden_combat_repblock,15,Drought vs Control,1.0,21333,0,0,0,0
pseudobulk_counts,leiden_combat_repblock,15,HD vs Control,1.0,21333,0,0,0,0
pseudobulk_counts,leiden_combat_repblock,15,Heat vs Control,1.0,21333,0,0,0,0
pseudobulk_counts,leiden_combat_repblock,17,Drought vs Control,1.0,17351,2,2,0,2
pseudobulk_counts,leiden_combat_repblock,17,Heat vs Control,1.0,6250,17,17,14,3
pseudobulk_counts,leiden_combat_repblock,18,Drought vs Control,1.0,15295,0,0,0,0
pseudobulk_counts,leiden_combat_repblock,18,HD vs Control,1.0,15295,0,0,0,0
pseudobulk_counts,leiden_combat_repblock,18,Heat vs Control,1.0,15295,0,0,0,0
pseudobulk_counts,leiden_combat_repblock,19,Drought vs Control,1.0,12370,0,0,0,0
pseudobulk_counts,leiden_combat_repblock,19,HD vs Control,1.0,12370,7,7,6,1
pseudobulk_counts,leiden_combat_repblock,19,Heat vs Control,1.0,12370,0,0,0,0
pseudobulk_counts,leiden_combat_repblock,1,Drought vs Control,1.0,13039,0,0,0,0
pseudobulk_counts,leiden_combat_repblock,1,HD vs Control,1.0,1664,64,64,45,19
pseudobulk_counts,leiden_combat_repblock,1,Heat vs Control,1.0,13039,0,0,0,0
pseudobulk_counts,leiden_combat_repblock,4,Drought vs Control,1.0,8070,0,0,0,0
pseudobulk_counts,leiden_combat_repblock,4,HD vs Control,1.0,8070,0,0,0,0
pseudobulk_counts,leiden_combat_repblock,4,Heat vs Control,1.0,8070,0,0,0,0
pseudobulk_counts,leiden_combat_repblock,5,Drought vs Control,1.0,11796,0,0,0,0
pseudobulk_counts,leiden_combat_repblock,5,HD vs Control,1.0,2419,43,43,39,4
pseudobulk_counts,leiden_combat_repblock,5,Heat vs Control,1.0,11796,0,0,0,0
pseudobulk_counts,leiden_combat_repblock,6,Drought vs Control,1.0,11737,0,0,0,0
pseudobulk_counts,leiden_combat_repblock,6,HD vs Control,1.0,2180,61,61,49,12
pseudobulk_counts,leiden_combat_repblock,6,Heat vs Control,1.0,11737,0,0,0,0
pseudobulk_counts,leiden_combat_repblock,7,Drought vs Control,1.0,22911,0,0,0,0
pseudobulk_counts,leiden_combat_repblock,7,HD vs Control,1.0,1585,33,33,5,28
pseudobulk_counts,leiden_combat_repblock,7,Heat vs Control,1.0,22911,1,1,1,0
pseudobulk_counts,leiden_combat_repblock,8,Drought vs Control,1.0,16359,0,0,0,0
pseudobulk_counts,leiden_combat_repblock,8,HD vs Control,1.0,3352,104,104,90,14
pseudobulk_counts,leiden_combat_repblock,8,Heat vs Control,1.0,16359,0,0,0,0
pseudobulk_counts,leiden_harmony_library,0,Drought vs Control,1.0,19424,0,0,0,0
pseudobulk_counts,leiden_harmony_library,0,HD vs Control,1.0,1348,50,50,39,11
pseudobulk_counts,leiden_harmony_library,0,Heat vs Control,1.0,19424,0,0,0,0
pseudobulk_counts,leiden_harmony_library,10,Drought vs Control,1.0,16455,0,0,0,0
pseudobulk_counts,leiden_harmony_library,10,HD vs Control,1.0,4332,228,228,155,73
pseudobulk_counts,leiden_harmony_library,10,Heat vs Control,1.0,16455,0,0,0,0
pseudobulk_counts,leiden_harmony_library,11,Drought vs Control,1.0,11378,0,0,0,0
pseudobulk_counts,leiden_harmony_library,11,HD vs Control,1.0,1451,42,42,30,12
pseudobulk_counts,leiden_harmony_library,11,Heat vs Control,1.0,11378,0,0,0,0
pseudobulk_counts,leiden_harmony_library,12,Drought vs Control,1.0,23366,0,0,0,0
pseudobulk_counts,leiden_harmony_library,12,HD vs Control,1.0,11130,503,501,267,234
pseudobulk_counts,leiden_harmony_library,12,Heat vs Control,1.0,23366,0,0,0,0
pseudobulk_counts,leiden_harmony_library,13,Drought vs Control,1.0,22473,0,0,0,0
pseudobulk_counts,leiden_harmony_library,13,HD vs Control,1.0,6353,83,83,54,29
pseudobulk_counts,leiden_harmony_library,13,Heat vs Control,1.0,22473,0,0,0,0
pseudobulk_counts,leiden_harmony_library,1,Drought vs Control,1.0,18296,0,0,0,0
pseudobulk_counts,leiden_harmony_library,1,HD vs Control,1.0,3751,131,131,105,26
pseudobulk_counts,leiden_harmony_library,1,Heat vs Control,1.0,18296,0,0,0,0
pseudobulk_counts,leiden_harmony_library,2,Drought vs Control,1.0,13598,0,0,0,0
pseudobulk_counts,leiden_harmony_library,2,HD vs Control,1.0,13598,21,21,16,5
pseudobulk_counts,leiden_harmony_library,2,Heat vs Control,1.0,13598,0,0,0,0
pseudobulk_counts,leiden_harmony_library,3,Drought vs Control,1.0,23343,2,2,1,1
pseudobulk_counts,leiden_harmony_library,3,HD vs Control,1.0,10666,430,430,244,186
pseudobulk_counts,leiden_harmony_library,3,Heat vs Control,1.0,23343,0,0,0,0
pseudobulk_counts,leiden_harmony_library,4,Drought vs Control,1.0,12446,0,0,0,0
pseudobulk_counts,leiden_harmony_library,4,HD vs Control,1.0,2311,40,40,36,4
pseudobulk_counts,leiden_harmony_library,4,Heat vs Control,1.0,12446,0,0,0,0
pseudobulk_counts,leiden_harmony_library,5,Drought vs Control,1.0,14520,0,0,0,0
pseudobulk_counts,leiden_harmony_library,5,HD vs Control,1.0,3541,73,73,58,15
pseudobulk_counts,leiden_harmony_library,5,Heat vs Control,1.0,14520,0,0,0,0
pseudobulk_counts,leiden_harmony_library,6,Drought vs Control,1.0,13743,0,0,0,0
pseudobulk_counts,leiden_harmony_library,6,HD vs Control,1.0,2819,91,91,44,47
pseudobulk_counts,leiden_harmony_library,6,Heat vs Control,1.0,13743,0,0,0,0
pseudobulk_counts,leiden_harmony_library,7,Drought vs Control,1.0,20494,0,0,0,0
pseudobulk_counts,leiden_harmony_library,7,HD vs Control,1.0,8568,415,415,218,197
pseudobulk_counts,leiden_harmony_library,7,Heat vs Control,1.0,20494,1,1,1,0
pseudobulk_counts,leiden_harmony_library,8,Drought vs Control,1.0,17765,0,0,0,0
pseudobulk_counts,leiden_harmony_library,8,HD vs Control,1.0,4331,192,192,120,72
pseudobulk_counts,leiden_harmony_library,8,Heat vs Control,1.0,17765,0,0,0,0
pseudobulk_counts,leiden_harmony_library,9,Drought vs Control,1.0,23210,4,4,1,3
pseudobulk_counts,leiden_harmony_library,9,HD vs Control,1.0,15104,1034,1032,498,534
pseudobulk_counts,leiden_harmony_library,9,Heat vs Control,1.0,23210,3,3,3,0
pseudobulk_counts,leiden_harmony_repblock,0,Drought vs Control,1.0,20920,0,0,0,0
pseudobulk_counts,leiden_harmony_repblock,0,Heat vs Control,1.0,20920,0,0,0,0
pseudobulk_counts,leiden_harmony_repblock,10,Drought vs Control,1.0,20080,0,0,0,0
pseudobulk_counts,leiden_harmony_repblock,10,HD vs Control,1.0,20080,3,3,1,2
pseudobulk_counts,leiden_harmony_repblock,10,Heat vs Control,1.0,20080,0,0,0,0
pseudobulk_counts,leiden_harmony_repblock,11,Drought vs Control,1.0,8014,0,0,0,0
pseudobulk_counts,leiden_harmony_repblock,11,HD vs Control,1.0,8014,0,0,0,0
pseudobulk_counts,leiden_harmony_repblock,11,Heat vs Control,1.0,8014,0,0,0,0
pseudobulk_counts,leiden_harmony_repblock,13,Drought vs Control,1.0,10805,0,0,0,0
pseudobulk_counts,leiden_harmony_repblock,13,HD vs Control,1.0,10805,0,0,0,0
pseudobulk_counts,leiden_harmony_repblock,13,Heat vs Control,1.0,10805,1,1,1,0
pseudobulk_counts,leiden_harmony_repblock,14,Drought vs Control,1.0,22668,2,2,0,2
pseudobulk_counts,leiden_harmony_repblock,14,HD vs Control,1.0,3763,241,241,54,187
pseudobulk_counts,leiden_harmony_repblock,14,Heat vs Control,1.0,22668,5,5,5,0
pseudobulk_counts,leiden_harmony_repblock,15,Drought vs Control,1.0,22322,0,0,0,0
pseudobulk_counts,leiden_harmony_repblock,15,HD vs Control,1.0,7176,83,83,56,27
pseudobulk_counts,leiden_harmony_repblock,15,Heat vs Control,1.0,22322,0,0,0,0
pseudobulk_counts,leiden_harmony_repblock,16,Drought vs Control,1.0,15557,0,0,0,0
pseudobulk_counts,leiden_harmony_repblock,16,Heat vs Control,1.0,15557,0,0,0,0
pseudobulk_counts,leiden_harmony_repblock,17,Drought vs Control,1.0,2890,0,0,0,0
pseudobulk_counts,leiden_harmony_repblock,17,HD vs Control,1.0,2890,0,0,0,0
pseudobulk_counts,leiden_harmony_repblock,2,Drought vs Control,1.0,12690,0,0,0,0
pseudobulk_counts,leiden_harmony_repblock,2,HD vs Control,1.0,12690,11,11,10,1
pseudobulk_counts,leiden_harmony_repblock,2,Heat vs Control,1.0,12690,0,0,0,0
pseudobulk_counts,leiden_harmony_repblock,3,Drought vs Control,1.0,11389,0,0,0,0
pseudobulk_counts,leiden_harmony_repblock,3,HD vs Control,1.0,1452,29,29,26,3
pseudobulk_counts,leiden_harmony_repblock,3,Heat vs Control,1.0,11389,0,0,0,0
pseudobulk_counts,leiden_harmony_repblock,4,Drought vs Control,1.0,12171,0,0,0,0
pseudobulk_counts,leiden_harmony_repblock,4,HD vs Control,1.0,1317,50,50,38,12
pseudobulk_counts,leiden_harmony_repblock,4,Heat vs Control,1.0,12171,0,0,0,0
pseudobulk_counts,leiden_harmony_repblock,5,Drought vs Control,1.0,11825,0,0,0,0
pseudobulk_counts,leiden_harmony_repblock,5,HD vs Control,1.0,4947,41,41,37,4
pseudobulk_counts,leiden_harmony_repblock,5,Heat vs Control,1.0,11825,0,0,0,0
pseudobulk_counts,leiden_harmony_repblock,6,Drought vs Control,1.0,20763,0,0,0,0
pseudobulk_counts,leiden_harmony_repblock,6,Heat vs Control,1.0,20763,0,0,0,0
pseudobulk_counts,leiden_harmony_repblock,7,Drought vs Control,1.0,11928,0,0,0,0
pseudobulk_counts,leiden_harmony_repblock,7,HD vs Control,1.0,1290,124,124,49,75
pseudobulk_counts,leiden_harmony_repblock,7,Heat vs Control,1.0,11928,0,0,0,0
pseudobulk_counts,leiden_harmony_repblock,9,Drought vs Control,1.0,22343,0,0,0,0
pseudobulk_counts,leiden_harmony_repblock,9,HD vs Control,1.0,6310,20,20,14,6
pseudobulk_counts,leiden_harmony_repblock,9,Heat vs Control,1.0,22343,0,0,0,0
pseudobulk_counts,leiden_theirs,0,Drought vs Control,1.0,22689,0,0,0,0
pseudobulk_counts,leiden_theirs,0,HD vs Control,1.0,11684,586,586,328,258
pseudobulk_counts,leiden_theirs,0,Heat vs Control,1.0,22689,1,1,1,0
pseudobulk_counts,leiden_theirs,10,Drought vs Control,1.0,20557,0,0,0,0
pseudobulk_counts,leiden_theirs,10,HD vs Control,1.0,1825,200,200,146,54
pseudobulk_counts,leiden_theirs,11,Drought vs Control,1.0,19730,1,1,1,0
pseudobulk_counts,leiden_theirs,11,HD vs Control,1.0,7486,711,711,415,296
pseudobulk_counts,leiden_theirs,11,Heat vs Control,1.0,19730,0,0,0,0
pseudobulk_counts,leiden_theirs,12,Drought vs Control,1.0,10975,0,0,0,0
pseudobulk_counts,leiden_theirs,12,HD vs Control,1.0,10975,0,0,0,0
pseudobulk_counts,leiden_theirs,12,Heat vs Control,1.0,10975,0,0,0,0
pseudobulk_counts,leiden_theirs,13,Drought vs Control,1.0,8483,0,0,0,0
pseudobulk_counts,leiden_theirs,15,Drought vs Control,1.0,19876,0,0,0,0
pseudobulk_counts,leiden_theirs,15,HD vs Control,1.0,7928,539,539,324,215
pseudobulk_counts,leiden_theirs,15,Heat vs Control,1.0,19876,1,1,1,0
pseudobulk_counts,leiden_theirs,16,Drought vs Control,1.0,12514,0,0,0,0
pseudobulk_counts,leiden_theirs,16,HD vs Control,1.0,12514,4,4,3,1
pseudobulk_counts,leiden_theirs,16,Heat vs Control,1.0,12514,0,0,0,0
pseudobulk_counts,leiden_theirs,18,Drought vs Control,1.0,20470,0,0,0,0
pseudobulk_counts,leiden_theirs,18,HD vs Control,1.0,20470,0,0,0,0
pseudobulk_counts,leiden_theirs,18,Heat vs Control,1.0,20470,0,0,0,0
pseudobulk_counts,leiden_theirs,19,Drought vs Control,1.0,19832,0,0,0,0
pseudobulk_counts,leiden_theirs,19,HD vs Control,1.0,7528,460,460,277,183
pseudobulk_counts,leiden_theirs,19,Heat vs Control,1.0,19832,1,1,1,0
pseudobulk_counts,leiden_theirs,1,Drought vs Control,1.0,21378,0,0,0,0
pseudobulk_counts,leiden_theirs,1,HD vs Control,1.0,4377,132,132,83,49
pseudobulk_counts,leiden_theirs,1,Heat vs Control,1.0,21378,0,0,0,0
pseudobulk_counts,leiden_theirs,2,HD vs Control,1.0,955,67,67,50,17
pseudobulk_counts,leiden_theirs,2,Heat vs Control,1.0,13789,0,0,0,0
pseudobulk_counts,leiden_theirs,3,Drought vs Control,1.0,20171,0,0,0,0
pseudobulk_counts,leiden_theirs,3,HD vs Control,1.0,10784,904,904,498,406
pseudobulk_counts,leiden_theirs,3,Heat vs Control,1.0,10393,9,9,8,1
pseudobulk_counts,leiden_theirs,4,Drought vs Control,1.0,10819,0,0,0,0
pseudobulk_counts,leiden_theirs,5,Drought vs Control,1.0,12217,0,0,0,0
pseudobulk_counts,leiden_theirs,5,HD vs Control,1.0,2032,52,52,42,10
pseudobulk_counts,leiden_theirs,5,Heat vs Control,1.0,12217,0,0,0,0
pseudobulk_counts,leiden_theirs,6,Drought vs Control,1.0,22013,0,0,0,0
pseudobulk_counts,leiden_theirs,6,HD vs Control,1.0,8357,77,77,50,27
pseudobulk_counts,leiden_theirs,6,Heat vs Control,1.0,22013,0,0,0,0
